review_id,game,genre,platform,region,rating,review_text,playtime_hours,review_date,is_post_patch_window,user_id
100006,EA SPORTS FC 25,Sports,PC,EU,3,"the battle pass is okay I guess. Feels like it's getting worse, not better.",82.5,2024-01-01,False,u_81185
100007,EA SPORTS FC 25,Sports,Xbox Series X,APAC,3,Really enjoying the progression system right now. Does the job for a casual session. graphics works as expected.,36.9,2024-01-01,False,u_50079
100008,EA SPORTS FC 25,Sports,PS5,EU,3,"Really enjoying servers right now. Wouldn't say it's great, wouldn't say it's bad.",33.7,2024-01-01,False,u_18418
100009,EA SPORTS FC 25,Sports,Xbox One,APAC,3,Big fan of how load times turned out. Does the job for a casual session.,76.7,2024-01-01,False,u_96658
100010,EA SPORTS FC 25,Sports,PC,LATAM,4,Really enjoying the new patch right now. Best it's felt in a while. Really enjoying the store prices right now.,49.2,2024-01-01,False,u_22478
100011,EA SPORTS FC 25,Sports,PC,North America,3,the progression system works as expected. Does the job for a casual session. graphics is okay I guess.,116.6,2024-01-01,False,u_92750
100012,EA SPORTS FC 25,Sports,PC,EU,4,the UI feels great this week. Would recommend picking this up.,20.4,2024-01-01,False,u_15556
100013,EA SPORTS FC 25,Sports,PC,EU,4,matchmaking feels great this week. Keeps me coming back every day.,9.7,2024-01-01,False,u_19966
100014,EA SPORTS FC 25,Sports,PC,EU,4,"the UI feels great this week. Best it's felt in a while. the new patch is fine, nothing special.",163.7,2024-01-01,False,u_96054
100030,The Sims 4,Simulation,PS5,APAC,4,"Been having a lot of fun, hit registration is solid. Worth the price of entry.",25.6,2024-01-01,False,u_24938
100031,The Sims 4,Simulation,PC,LATAM,5,Mixed feelings about matchmaking. Genuinely having a blast with friends. the store prices feels great this week.,40.0,2024-01-01,False,u_84576
100032,The Sims 4,Simulation,PS4,APAC,4,"graphics is fine, nothing special. Best it's felt in a while.",48.5,2024-01-01,False,u_63972
100033,The Sims 4,Simulation,PS4,North America,4,Really enjoying the store prices right now. Worth the price of entry. Big fan of how matchmaking turned out.,26.5,2024-01-01,False,u_48891
100034,The Sims 4,Simulation,PC,LATAM,4,Big fan of how hit registration turned out. Worth the price of entry. Really enjoying servers right now.,27.1,2024-01-01,False,u_26794
100035,The Sims 4,Simulation,Xbox Series X,APAC,3,"matchmaking is fine, nothing special. Gets a bit repetitive after a while.",23.5,2024-01-01,False,u_20550
100036,The Sims 4,Simulation,PS5,North America,5,the UI is okay I guess. Worth the price of entry.,42.3,2024-01-01,False,u_40356
100037,The Sims 4,Simulation,Xbox Series X,EU,4,"Honestly graphics is in a good spot. Devs are clearly listening to feedback. Been having a lot of fun, the UI is solid.",60.2,2024-01-01,False,u_19283
100038,The Sims 4,Simulation,PC,North America,4,Big fan of how balance turned out. Devs are clearly listening to feedback.,52.4,2024-01-01,False,u_17861
100039,The Sims 4,Simulation,PS5,North America,5,servers feels great this week. Best it's felt in a while.,32.7,2024-01-01,False,u_67921
100067,Apex Legends,Battle Royale,PS4,EU,3,the battle pass works as expected. Not sure if I'd recommend it at full price.,55.5,2024-01-02,False,u_41392
100068,Apex Legends,Battle Royale,PS5,APAC,4,"Been having a lot of fun, servers is solid. Worth the price of entry. squad play works as expected.",47.7,2024-01-02,False,u_62893
100069,Apex Legends,Battle Royale,PC,North America,5,the UI feels great this week. Best it's felt in a while.,141.8,2024-01-02,False,u_26039
100070,Apex Legends,Battle Royale,PS5,EU,4,"balance feels great this week. Devs are clearly listening to feedback. Been having a lot of fun, the progression system is solid.",88.2,2024-01-02,False,u_89331
100071,Apex Legends,Battle Royale,Xbox One,North America,4,balance feels great this week. Devs are clearly listening to feedback.,12.7,2024-01-02,False,u_55275
100072,Apex Legends,Battle Royale,PC,EU,3,"the battle pass feels great this week. Wouldn't say it's great, wouldn't say it's bad.",76.0,2024-01-02,False,u_98493
100073,Apex Legends,Battle Royale,Xbox One,MEA,4,Honestly the store prices is in a good spot. Keeps me coming back every day.,17.0,2024-01-02,False,u_48328
100074,Apex Legends,Battle Royale,PS5,North America,4,Honestly balance is in a good spot. Worth the price of entry.,48.0,2024-01-02,False,u_38977
100075,Apex Legends,Battle Royale,Xbox Series X,North America,4,"balance is fine, nothing special. Worth the price of entry. Honestly matchmaking is in a good spot.",28.5,2024-01-02,False,u_57795
100076,Apex Legends,Battle Royale,Xbox Series X,LATAM,5,the progression system feels great this week. Keeps me coming back every day.,114.9,2024-01-02,False,u_30417
100077,Apex Legends,Battle Royale,PS5,EU,4,"load times is fine, nothing special. Devs are clearly listening to feedback.",62.3,2024-01-02,False,u_43162
100084,Battlefield 2042,Shooter,PC,North America,3,"squad play is fine, nothing special. Does the job for a casual session.",71.2,2024-01-02,False,u_73997
100085,Battlefield 2042,Shooter,PS5,EU,3,the UI has been broken since the last update. Not sure if I'd recommend it at full price.,100.1,2024-01-02,False,u_75097
100086,Battlefield 2042,Shooter,PS4,EU,3,hit registration is okay I guess. Not sure if I'd recommend it at full price.,88.5,2024-01-02,False,u_24952
100087,Battlefield 2042,Shooter,Xbox One,APAC,4,Honestly hit registration is in a good spot. Best it's felt in a while. the progression system feels great this week.,40.0,2024-01-02,False,u_69248
100088,Battlefield 2042,Shooter,PS4,LATAM,3,"balance is fine, nothing special. Some good moments, some frustrating ones.",27.9,2024-01-02,False,u_54009
100089,Battlefield 2042,Shooter,PS5,MEA,4,"Been having a lot of fun, balance is solid. Best it's felt in a while. Really frustrated with the new patch lately.",21.9,2024-01-02,False,u_52933
100090,Battlefield 2042,Shooter,Xbox Series X,North America,3,Mixed feelings about the battle pass. Does the job for a casual session.,11.3,2024-01-02,False,u_80615
100091,Battlefield 2042,Shooter,PS5,North America,4,hit registration feels great this week. Keeps me coming back every day.,65.7,2024-01-02,False,u_76699
100056,EA SPORTS FC 25,Sports,PS4,North America,4,Honestly hit registration is in a good spot. Best it's felt in a while.,62.5,2024-01-02,False,u_21756
100057,EA SPORTS FC 25,Sports,Xbox Series X,North America,3,squad play works as expected. Gets a bit repetitive after a while. servers feels great this week.,79.2,2024-01-02,False,u_88829
100058,EA SPORTS FC 25,Sports,PC,EU,3,matchmaking ruined an otherwise good session. Genuinely having a blast with friends. graphics is okay I guess.,40.1,2024-01-02,False,u_16296
100059,EA SPORTS FC 25,Sports,PC,North America,3,the progression system is okay I guess. Gets a bit repetitive after a while.,19.5,2024-01-02,False,u_13277
100060,EA SPORTS FC 25,Sports,PC,North America,4,Honestly the store prices is in a good spot. Keeps me coming back every day.,11.9,2024-01-02,False,u_98581
100061,EA SPORTS FC 25,Sports,PC,North America,4,"the UI is fine, nothing special. Does the job for a casual session. hit registration feels great this week.",40.5,2024-01-02,False,u_75940
100062,EA SPORTS FC 25,Sports,PC,LATAM,3,"hit registration is fine, nothing special. Not sure if I'd recommend it at full price.",138.9,2024-01-02,False,u_83768
100063,EA SPORTS FC 25,Sports,Xbox One,EU,4,"Been having a lot of fun, servers is solid. Best it's felt in a while. Been having a lot of fun, the progresion system is solid.",21.8,2024-01-02,False,u_25599
100064,EA SPORTS FC 25,Sports,PC,APAC,4,balance feels great this week. Keeps me coming back every day. Really enjoying matchmaking right now.,130.9,2024-01-02,False,u_59319
100065,EA SPORTS FC 25,Sports,Xbox One,North America,4,Really enjoying balance right now. Devs are clearly listening to feedback.,44.0,2024-01-02,False,u_35581
100066,EA SPORTS FC 25,Sports,PC,EU,3,"Honestly the battle pass is in a good spot. Not sure if I'd recommend it at full price. load times is fine, nothing special.",66.4,2024-01-02,False,u_11902
100078,The Sims 4,Simulation,PS5,EU,4,Big fan of how load times turned out. Devs are clearly listening to feedback. squad play is okay I guess.,57.3,2024-01-02,False,u_23029
100079,The Sims 4,Simulation,PC,APAC,4,the store prices feels great this week. Would recommend picking this up. the progresion system feels great this week.,172.8,2024-01-02,False,u_18332
100080,The Sims 4,Simulation,PS5,North America,4,Big fan of how servers turned out. Genuinely having a blast with friends.,37.7,2024-01-02,False,u_98827
100081,The Sims 4,Simulation,PS5,MEA,5,Big fan of how graphics turned out. Gets a bit repetitive after a while.,11.5,2024-01-02,False,u_82517
100082,The Sims 4,Simulation,Xbox One,EU,5,squad play feels great this week. Worth the price of entry.,32.0,2024-01-02,False,u_78186
100083,The Sims 4,Simulation,PS4,EU,4,"Big fan of how the battle pass turned out. Some good moments, some frustrating ones.",44.7,2024-01-02,False,u_82644
100104,Apex Legends,Battle Royale,PC,EU,3,the UI works as expected. Not sure if I'd recommend it at full price.,45.0,2024-01-03,False,u_50491
100105,Apex Legends,Battle Royale,Xbox One,EU,5,matchmaking feels great this week. Does the job for a casual session.,47.5,2024-01-03,False,u_41208
100106,Apex Legends,Battle Royale,PS5,North America,4,the UI feels great this week. Genuinely having a blast with friends.,55.8,2024-01-03,False,u_19084
100107,Apex Legends,Battle Royale,PS5,MEA,3,"Mixed feelings about servers. Wouldn't say it's great, wouldn't say it's bad. graphics is fine, nothing special.",10.9,2024-01-03,False,u_94249
100108,Apex Legends,Battle Royale,PS5,EU,3,"the battle pass is fine, nothing special. Wouldn't say it's great, wouldn't say it's bad.",1.6,2024-01-03,False,u_35942
100109,Apex Legends,Battle Royale,PC,EU,3,"Mixed feelings about hit registration. Some good moments, some frustrating ones.",12.1,2024-01-03,False,u_76399
100110,Apex Legends,Battle Royale,PC,North America,3,"matchmaking is fine, nothing special. Not sure if I'd recommend it at full price.",76.9,2024-01-03,False,u_84107
100111,Apex Legends,Battle Royale,Xbox Series X,LATAM,4,Really enjoying balance right now. Devs are clearly listening to feedback. the battle pass feels great this week.,39.7,2024-01-03,False,u_55114
100112,Apex Legends,Battle Royale,PC,LATAM,4,Big fan of how matchmaking turned out. Keeps me coming back every day.,15.0,2024-01-03,False,u_51200
100120,Battlefield 2042,Shooter,PC,North America,3,matchmaking works as expected. Genuinely having a blast with friends. servers is okay I guess.,46.2,2024-01-03,False,u_11576
100121,Battlefield 2042,Shooter,Xbox Series X,APAC,2,Really frustraded with the battle pass lately. Losing patience with this game. Not happy with the store prices at all.,24.1,2024-01-03,False,u_86148
100122,Battlefield 2042,Shooter,PS5,APAC,2,graphics ruined an otherwise good session. Losing patience with this game.,17.4,2024-01-03,False,u_28263
100123,Battlefield 2042,Shooter,PC,APAC,3,"the new patch works as expected. Wouldn't say it's great, wouldn't say it's bad. Really frustrated with the UI lately.",153.5,2024-01-03,False,u_21878
100124,Battlefield 2042,Shooter,PS4,MEA,4,Mixed feelings about graphics. Gets a bit repetitive after a while.,40.5,2024-01-03,False,u_18980
100125,Battlefield 2042,Shooter,PS5,EU,3,the new patch works as expected. Does the job for a casual session.,17.1,2024-01-03,False,u_78896
100126,Battlefield 2042,Shooter,PS5,North America,2,Really frustrated with load times lately. Losing patience with this game. hit registration ruined an otherwise good session.,110.5,2024-01-03,False,u_85673
100127,Battlefield 2042,Shooter,PS4,APAC,4,the UI feels great this week. Would recommend picking this up.,25.9,2024-01-03,False,u_54291
100128,Battlefield 2042,Shooter,PC,MEA,2,"Not happy with squad play at all. Lost progress because of it, not okay.",52.4,2024-01-03,False,u_69833
100129,Battlefield 2042,Shooter,PC,North America,3,"the new patch is fine, nothing special. Does the job for a casual session.",91.4,2024-01-03,False,u_50715
100130,Battlefield 2042,Shooter,PS5,North America,2,"Not happy with servers at all. Lost progress because of it, not okay.",20.5,2024-01-03,False,u_39983
100131,Battlefield 2042,Shooter,PS5,LATAM,3,"the UI is fine, nothing special. Some good moments, some frustrating ones.",124.0,2024-01-03,False,u_82821
100132,Battlefield 2042,Shooter,Xbox Series X,LATAM,3,the new patch works as expected. Best it's felt in a while. hit registration is okay I guess.,34.7,2024-01-03,False,u_98504
100133,Battlefield 2042,Shooter,PC,APAC,3,hit registration works as expected. Gets a bit repetitive after a while.,77.8,2024-01-03,False,u_14898
100134,Battlefield 2042,Shooter,PS5,APAC,4,Really enjoying matchmaking right now. Worth the price of entry.,46.1,2024-01-03,False,u_64594
100135,Battlefield 2042,Shooter,PS4,APAC,2,"the progression system has been broken since the last update. Feels like it's getting worse, not better.",32.6,2024-01-03,False,u_10797
100092,EA SPORTS FC 25,Sports,PS5,North America,3,Not happy with load times at all. Not sure if I'd recommend it at full price. matchmaking works as expected.,63.8,2024-01-03,False,u_61555
100093,EA SPORTS FC 25,Sports,PS5,APAC,4,hit registration feels great this week. Best it's felt in a while.,111.6,2024-01-03,False,u_88176
100094,EA SPORTS FC 25,Sports,PC,North America,4,Really enjoying the store prices right now. Genuinely having a blast with friends.,47.2,2024-01-03,False,u_10797
100095,EA SPORTS FC 25,Sports,PC,APAC,4,Big fan of how the UI turned out. Best it's felt in a while.,74.8,2024-01-03,False,u_78142
100096,EA SPORTS FC 25,Sports,Xbox Series X,EU,5,the new patch works as expected. Does the job for a casual session.,23.0,2024-01-03,False,u_85680
100097,EA SPORTS FC 25,Sports,PS5,APAC,4,the store prices feels great this week. Devs are clearly listening to feedback.,10.6,2024-01-03,False,u_32956
100098,EA SPORTS FC 25,Sports,PC,North America,4,Big fan of how the battle pass turned out. Devs are clearly listening to feedback.,36.7,2024-01-03,False,u_43317
100099,EA SPORTS FC 25,Sports,PC,EU,4,Really enjoying load times right now. Best it's felt in a while. Really frustrated with the new patch lately.,16.0,2024-01-03,False,u_28257
100100,EA SPORTS FC 25,Sports,PC,EU,3,"the store prices works as expected. Please fix this soon. balance is fine, nothing special.",57.6,2024-01-03,False,u_33152
100101,EA SPORTS FC 25,Sports,Xbox Series X,APAC,3,"the new patch is okay I guess. Some good moments, some frustrating ones.",62.2,2024-01-03,False,u_60940
100102,EA SPORTS FC 25,Sports,Xbox One,EU,3,Really frustrated with the battle pass lately. Not sure if I'd recommend it at full price.,49.7,2024-01-03,False,u_73896
100103,EA SPORTS FC 25,Sports,PS5,EU,3,"servers works as expected. Wouldn't say it's great, wouldn't say it's bad.",92.2,2024-01-03,False,u_45537
100113,The Sims 4,Simulation,PS4,APAC,4,load times feels great this week. Best it's felt in a while.,61.9,2024-01-03,False,u_40944
100114,The Sims 4,Simulation,Xbox Series X,EU,3,"Been having a lot of fun, the new patch is solid. Lost progress because of it, not okay.",36.6,2024-01-03,False,u_78483
100115,The Sims 4,Simulation,PC,North America,4,Honestly graphics is in a good spot. Keeps me coming back every day. Really enjoying servers right now.,70.4,2024-01-03,False,u_33723
100116,The Sims 4,Simulation,PS4,EU,4,"Been having a lot of fun, load times is solid. Keeps me coming back every day. Honestly balance is in a good spot.",46.4,2024-01-03,False,u_23645
100117,The Sims 4,Simulation,PS5,APAC,5,"Really enjoying graphics right now. Devs are clearly listening to feedback. Been having a lot of fun, the new patch is solid.",39.9,2024-01-03,False,u_99718
100118,The Sims 4,Simulation,PC,EU,4,Honestly the UI is in a good spot. Devs are clearly listening to feedback.,55.2,2024-01-03,False,u_58882
100119,The Sims 4,Simulation,PS5,North America,5,Honestly matchmaking is in a good spot. Genuinely having a blast with friends.,41.9,2024-01-03,False,u_36737
100150,Apex Legends,Battle Royale,PS5,APAC,3,"the UI is fine, nothing special. Best it's felt in a while.",38.4,2024-01-04,False,u_34014
100151,Apex Legends,Battle Royale,Xbox Series X,EU,4,"Been having a lot of fun, load times is solid. Keeps me coming back every day. Really enjoying the store prices right now.",34.7,2024-01-04,False,u_35139
100152,Apex Legends,Battle Royale,PC,EU,5,Big fan of how graphics turned out. Gets a bit repetitive after a while.,72.8,2024-01-04,False,u_87892
100153,Apex Legends,Battle Royale,PC,North America,3,"Mixed feelings about the new patch. Wouldn't say it's great, wouldn't say it's bad.",30.0,2024-01-04,False,u_82666
100154,Apex Legends,Battle Royale,PC,North America,4,Honestly the progression system is in a good spot. Best it's felt in a while.,114.0,2024-01-04,False,u_85066
100155,Apex Legends,Battle Royale,PC,EU,4,Really enjoying the store prices right now. Devs are clearly listening to feedback. the UI is okay I guess.,17.6,2024-01-04,False,u_68594
100156,Apex Legends,Battle Royale,PC,LATAM,4,the new patch feels great this week. Worth the price of entry.,17.2,2024-01-04,False,u_66637
100157,Apex Legends,Battle Royale,PS4,EU,3,"squad play is fine, nothing special. Gets a bit repetitive after a while.",91.2,2024-01-04,False,u_79762
100158,Apex Legends,Battle Royale,Xbox One,APAC,3,Mixed feelings about graphics. Does the job for a casual session. Really enjoying balance right now.,82.9,2024-01-04,False,u_90903
100159,Apex Legends,Battle Royale,PS5,LATAM,3,"Mixed feelings about load times. Feels like it's getting worse, not better. balance works as expected.",50.0,2024-01-04,False,u_84672
100160,Apex Legends,Battle Royale,PC,LATAM,4,Really enjoying the store prices right now. Keeps me coming back every day.,54.4,2024-01-04,False,u_35885
100161,Apex Legends,Battle Royale,PC,North America,4,"Really enjoying graphics right now. Best it's felt in a while. Been having a lot of fun, the battle pass is solid.",25.8,2024-01-04,False,u_12819
100162,Apex Legends,Battle Royale,Xbox Series X,North America,4,Really enjoying hit registration right now. Devs are clearly listening to feedback.,54.5,2024-01-04,False,u_59458
100163,Apex Legends,Battle Royale,PC,EU,3,servers works as expected. Unplayable some nights.,25.1,2024-01-04,False,u_70449
100164,Apex Legends,Battle Royale,Xbox Series X,APAC,4,Honestly balance is in a good spot. Genuinely having a blast with friends.,30.8,2024-01-04,False,u_13925
100165,Apex Legends,Battle Royale,PS5,LATAM,5,"balance feels great this week. Some good moments, some frustrating ones.",71.5,2024-01-04,False,u_13086
100178,Battlefield 2042,Shooter,PS4,North America,3,Mixed feelings about the UI. Does the job for a casual session. Honestly squad play is in a good spot.,65.1,2024-01-04,False,u_21815
100179,Battlefield 2042,Shooter,PC,EU,3,"Mixed feelings about load times. Wouldn't say it's great, wouldn't say it's bad. Mixed feelings about the progression system.",68.0,2024-01-04,False,u_19764
100180,Battlefield 2042,Shooter,PC,EU,3,the progression system works as expected. Not sure if I'd recommend it at full price. the store prices works as expected.,40.9,2024-01-04,False,u_56070
100181,Battlefield 2042,Shooter,PS5,North America,3,squad play works as expected. Not sure if I'd recommend it at full price.,22.9,2024-01-04,False,u_98392
100182,Battlefield 2042,Shooter,Xbox Series X,LATAM,3,"squad play is fine, nothing special. Gets a bit repetitive after a while. Mixed feelings about graphics.",18.3,2024-01-04,False,u_46557
100183,Battlefield 2042,Shooter,PC,LATAM,3,Mixed feelings about squad play. Does the job for a casual session.,43.7,2024-01-04,False,u_17261
100184,Battlefield 2042,Shooter,PC,APAC,4,Big fan of how the UI turned out. Would recommend picking this up.,25.6,2024-01-04,False,u_96947
100185,Battlefield 2042,Shooter,PS5,EU,2,"graphics is fine, nothing special. Losing patience with this game.",94.4,2024-01-04,False,u_80560
100186,Battlefield 2042,Shooter,PC,APAC,3,"squad play is fine, nothing special. Wouldn't say it's great, wouldn't say it's bad. the new patch is okay I guess.",62.4,2024-01-04,False,u_52881
100187,Battlefield 2042,Shooter,PS5,LATAM,3,"Mixed feelings about graphics. Gets a bit repetitive after a while. squad play is fine, nothing special.",56.8,2024-01-04,False,u_16181
100136,EA SPORTS FC 25,Sports,PS5,LATAM,4,"Been having a lot of fun, balance is solid. Would recommend picking this up.",57.0,2024-01-04,False,u_18588
100137,EA SPORTS FC 25,Sports,PS5,APAC,3,Mixed feelings about the UI. Gets a bit repetitive after a while.,26.0,2024-01-04,False,u_19482
100138,EA SPORTS FC 25,Sports,PC,EU,3,Mixed feelings about matchmaking. Not sure if I'd recommend it at full price. balance works as expected.,83.3,2024-01-04,False,u_41858
100139,EA SPORTS FC 25,Sports,PC,North America,4,"Been having a lot of fun, balance is solid. Keeps me coming back every day.",17.8,2024-01-04,False,u_14162
100140,EA SPORTS FC 25,Sports,PS4,APAC,4,"Been having a lot of fun, graphics is solid. Worth the price of entry.",4.1,2024-01-04,False,u_29441
100141,EA SPORTS FC 25,Sports,PC,North America,5,"servers is fine, nothing special. Genuinely having a blast with friends.",13.4,2024-01-04,False,u_93786
100142,EA SPORTS FC 25,Sports,PS4,APAC,3,"the battle pass is fine, nothing special. Some good moments, some frustrating ones.",39.7,2024-01-04,False,u_37454
100143,EA SPORTS FC 25,Sports,PC,North America,4,"hit registration works as expected. Would recommend picking this up. Been having a lot of fun, the progression system is solid.",66.2,2024-01-04,False,u_20658
100144,EA SPORTS FC 25,Sports,PS5,North America,5,load times feels great this week. Does the job for a casual session.,71.6,2024-01-04,False,u_45320
100145,EA SPORTS FC 25,Sports,PC,EU,4,Honestly the progression system is in a good spot. Worth the price of entry.,41.9,2024-01-04,False,u_80844
100146,EA SPORTS FC 25,Sports,PS5,EU,3,the store prices works as expected. Does the job for a casual session. squad play is okay I guess.,96.3,2024-01-04,False,u_75098
100147,EA SPORTS FC 25,Sports,PS5,EU,4,"graphics is fine, nothing special. Does the job for a casual session.",95.7,2024-01-04,False,u_78034
100148,EA SPORTS FC 25,Sports,PC,EU,3,graphics is okay I guess. Does the job for a casual session.,41.8,2024-01-04,False,u_26650
100149,EA SPORTS FC 25,Sports,PC,LATAM,4,"Big fan of how balance turned out. Devs are clearly listening to feedback. Been having a lot of fun, the progression system is solid.",46.6,2024-01-04,False,u_10099
100166,The Sims 4,Simulation,PS5,MEA,4,balance feels great this week. Devs are clearly listening to feedback.,31.8,2024-01-04,False,u_89584
100167,The Sims 4,Simulation,PS5,EU,3,"the new patch is okay I guess. Wouldn't say it's great, wouldn't say it's bad.",147.5,2024-01-04,False,u_93560
100168,The Sims 4,Simulation,PC,EU,4,Big fan of how the progression system turned out. Keeps me coming back every day.,98.5,2024-01-04,False,u_78711
100169,The Sims 4,Simulation,PC,North America,4,Really enjoying squad play right now. Not sure if I'd recommend it at full price. Really enjoying the UI right now.,60.9,2024-01-04,False,u_48440
100170,The Sims 4,Simulation,PC,North America,4,graphics feels great this week. Would recommend picking this up. servers feels great this week.,29.7,2024-01-04,False,u_15595
100171,The Sims 4,Simulation,Xbox One,EU,4,Honestly the store prices is in a good spot. Worth the price of entry.,32.4,2024-01-04,False,u_38738
100172,The Sims 4,Simulation,PS4,North America,5,graphics works as expected. Keeps me coming back every day.,24.2,2024-01-04,False,u_92564
100173,The Sims 4,Simulation,PS5,LATAM,4,matchmaking is okay I guess. Would recommend picking this up.,24.4,2024-01-04,False,u_25595
100174,The Sims 4,Simulation,PS4,North America,4,"Honestly squad play is in a good spot. Devs are clearly listening to feedback. Been having a lot of fun, the battle pass is solid.",54.4,2024-01-04,False,u_49809
100175,The Sims 4,Simulation,PS4,North America,4,Big fan of how the battle pass turned out. Best it's felt in a while. Really frustrated with hit registration lately.,180.7,2024-01-04,False,u_70978
